Job Title,Company Name,Location,Skills,Date,Link
Development & Delivery Manager,"MOBILY INFOTECH LTD INDIA - Cairo, Egypt 1 month ago","Cairo, Egypt ",Manager · 10 - 15 Yrs of Exp · Project/Program Management · project manager · .Net · Mobile App Development,1 month ago,https://wuzzuf.net/jobs/p/Ix9u1ZlkXwnY-Development-Delivery-Manager-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
Senior Full Stack Developer (Laravel - Vue.js),"Seoudi Supermarket - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · Computer Science · CSS3 · Full Stack · Git · HTML5 · Information Technology (IT) · React,2 months ago,https://wuzzuf.net/jobs/p/m6puQBJFxMJM-Senior-Full-Stack-Developer-Laravel---Vuejs-Seoudi-Supermarket-Giza-Egypt
Full-Stack Developer,"Confidential - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Angular · Computer Science · CSS · HTML · SQL · Information Technology (IT) · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/W1zQESV6zRCu-Full-Stack-Developer-Cairo-Egypt
Sr Software Engineer,"Erada - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Telecom/Technology · Engineering - Other · Computer Science · Engineering · Software Engineering · Software Development · Software · Programming · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/Y3kJRShHKNHL-Sr-Software-Engineer-Erada-Cairo-Egypt
Web developer,"Swaqly Agency - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · WordPress · PHP · HTML · JavaScript · UI/UX · Ecommerce · Database · SEO · Web Development,2 months ago,https://wuzzuf.net/jobs/p/wB3SlNRhBJw8-Web-developer-Swaqly-Agency-Cairo-Egypt
Full Stack Developer,"TheFedexperience - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · females_preferred · Creative/Design/Art · IT/Software Development · Full Stack · CSS · HTML · Information Technology (IT) · React · MySQL · Java · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/Wb82PQp3ZN4s-Full-Stack-Developer-TheFedexperience-Cairo-Egypt
.Net Core and Angular Developer,"Confidential - New Cairo, Cairo, Egypt 1 month ago","New Cairo, Cairo, Egypt ",Experienced · 5 - 15 Yrs of Exp · IT/Software Development · Agile · Computer Science · core · Angular · CSS · Github · Microservices · Information Technology (IT) · JavaScript,1 month ago,https://wuzzuf.net/jobs/p/dNVXUwBpUOJF-Net-Core-and-Angular-Developer-Cairo-Egypt
Full Stack Developer,"Enhanced Genetics AI - Medellin, Colombia 2 months ago","Medellin, Colombia ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack Developer · Software Development · Bootstrap · CSS · Git · HTML · Information Technology (IT) · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/gCpG0KjPgzLX-Full-Stack-Developer-Enhanced-Genetics-AI-Medellin-Colombia
Laravel Developer,"Confidential - Baghdad, Iraq 1 month ago","Baghdad, Iraq ",Experienced · 3 - 8 Yrs of Exp · IT/Software Development · Laravel · Information Technology (IT) · PHP · APIs · Computer Science · CSS · HTML · JavaScript · jQuery,1 month ago,https://wuzzuf.net/jobs/p/5xDbxT8Txy4g-Laravel-Developer-Baghdad-Iraq
Head of Software Development,"Confidential - Sheraton, Cairo, Egypt 2 months ago","Sheraton, Cairo, Egypt ",Senior Management · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · Java · MySQL · Programming · React · Software,2 months ago,https://wuzzuf.net/jobs/p/ukpHg0vBf5pM-Head-of-Software-Development-Cairo-Egypt
Backend Developer,"WTDD - 6th of October, Giza, Egypt 1 month ago","6th of October, Giza, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · APIs · Node.js · PostgreSQL · MongoDB · OAuth · RBAC · RESTful APIs · GraphQL · backend,1 month ago,https://wuzzuf.net/jobs/p/2hjmti4cHPaf-Backend-Developer-WTDD-Giza-Egypt
Senior Full Stack ASP.NET Developer,"Al Attiya Computer and Technology  - Hadayek Alkobba, Cairo, Egypt 2 months ago","Hadayek Alkobba, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Development · Software Development · SQL · JavaScript · jQuery · Entity Framework,2 months ago,https://wuzzuf.net/jobs/p/PkMBksRWwtQC-Senior-Full-Stack-ASPNET-Developer-Al-Attiya-Computer-and-Technology-Cairo-Egypt
Mobile Application Developer - React Native,"Esmart Company - Cairo, Egypt 1 month ago","Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Android · iOS · React · Software Development,1 month ago,https://wuzzuf.net/jobs/p/kzSDWsl6KWxD-Mobile-Application-Developer---React-Native-Esmart-Company-Cairo-Egypt
UI/UX Designer,"nichepharma - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Student · 0 - 1 Yrs of Exp · Creative/Design/Art · IT/Software Development · HTML · Design · CSS · JavaScript · Sketch · UI/UX · UX Design,2 months ago,https://wuzzuf.net/internship/tFxq6eW2xUl4-UIUX-Designer-nichepharma-Giza-Egypt
Senior UI UX Designer,"Axon BI - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · UI/UX · Design · JavaScript · UX Design · UX · UI · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/VeQeUDAv4dCi-Senior-UI-UX-Designer-Axon-BI-Cairo-Egypt
Senior Front End Developer - Vue,"Our Education - Nasr City, Cairo, Egypt 2 months ago","Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · CSS · javaScript · HTML5 · Vue · CSS3 · React · SASS · LESS,2 months ago,https://wuzzuf.net/jobs/p/pivTPphQVTVL-Senior-Front-End-Developer---Vue-Our-Education-Cairo-Egypt
Senior Backend Developer PHP / Laravel,"Sulfah - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · Software · Software Development · Linux · PHP · Jenkins,2 months ago,https://wuzzuf.net/jobs/p/ZQWLxibKimOt-Senior-Backend-Developer-PHP-Laravel-Sulfah-Cairo-Egypt
Backend Developer,"WUZZUF - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · backend · Backend developer · Computer Science · developer · Information Technology (IT) · Software Development · senior · Software Engineering,2 months ago,https://wuzzuf.net/jobs/p/QrwfGPgdH9O9-Backend-Developer-WUZZUF-Cairo-Egypt
Senior Full Stack Developer,"Biddex  - Heliopolis, Cairo, Egypt 2 months ago","Heliopolis, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Agile · Software Development · React · Computer Science · CSS · HTML · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/WjEsRw2CyF6y-Senior-Full-Stack-Developer-Biddex-Cairo-Egypt
Senior Mobile Developer ( Experienced in both IOS & Flutter ),"Lumin - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Android · Agile · Swift · iOS · Information Technology (IT) · Software Development · Flutter,2 months ago,https://wuzzuf.net/jobs/p/xjyuNT0yDojH-Senior-Mobile-Developer-Experienced-in-both-IOS-Flutter-Lumin-Giza-Egypt
Backend Developer,"nichepharma - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Student · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · back-end · MongoDB · Software Development · RESTful · JavaScript,2 months ago,https://wuzzuf.net/internship/XRKGdQMWIonD-Backend-Developer-nichepharma-Giza-Egypt
Senior UI / UX Designer,"Lumin - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Adobe Photoshop · Bootstrap · Computer Science · CSS3 · Design · HTML5 · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/yl2cAz3xymf0-Senior-UI-UX-Designer-Lumin-Giza-Egypt
Senior Dot Net Developer,"Union Coop - Dokki, Giza, Egypt 2 months ago","Dokki, Giza, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · .Net · ASP.Net · Software · Software Development · SQL · MVC,2 months ago,https://wuzzuf.net/jobs/p/3ttaEYrfd2mM-Senior-Dot-Net-Developer-Union-Coop-Giza-Egypt
Front End Developer - Angular / Remote,"IQRA Network - Mokattam, Cairo, Egypt 2 months ago","Mokattam, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Computer Science · CSS3 · HTML5 · Information Technology (IT) · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/tDCzJU52EX4n-Front-End-Developer---Angular-Remote-IQRA-Network-Cairo-Egypt
DevOps Engineer,"qTech.  - Mansoura, Dakahlia, Egypt 2 months ago","Mansoura, Dakahlia, Egypt ",Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · DevOps · Agile · Software Development · SQL Server · .Net Framework · Angular · ASP.Net · Azure DevOps Server,2 months ago,https://wuzzuf.net/jobs/p/wojyXPj61KCj-DevOps-Engineer-qTech-Dakahlia-Egypt
ERP System Analyst (Full Stack),"Xceed Contact Center - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Other · Engineering - Other · ERP · Engineering · Computer Science · Software Engineering · System Analysis · Software Development · Software,2 months ago,https://wuzzuf.net/jobs/p/L99ABIhYqte0-ERP-System-Analyst-Full-Stack-Xceed-Contact-Center-Cairo-Egypt
Senior .NET Developer,"Advanced Solutions - Nasr City, Cairo, Egypt 2 months ago","Nasr City, Cairo, Egypt ",Experienced · 6 - 8 Yrs of Exp · IT/Software Development · back-end · Computer Science · Software Development · .Net · Angular · Software · Software Engineering · SQL · Web Development,2 months ago,https://wuzzuf.net/jobs/p/2jISaHBBXwD8-Senior-NET-Developer-Advanced-Solutions-Cairo-Egypt
Application Support Specialist,"Nile University - Sheikh Zayed, Giza, Egypt 2 months ago","Sheikh Zayed, Giza, Egypt ",Experienced · 3 - 4 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Customer Support · English · Hardware · Information Technology (IT) · Science · Software · Application Support,2 months ago,https://wuzzuf.net/jobs/p/UvVYXDNAK6Fb-Application-Support-Specialist-Nile-University-Giza-Egypt
Web&App Developer,"SSI - Alexandria, Egypt 2 months ago","Alexandria, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · App developer · app · Computer Science · developer · Information Technology (IT) · Software Development · Web Development · Web,2 months ago,https://wuzzuf.net/jobs/p/6ATQR2Kb9OoU-WebApp-Developer-SSI-Alexandria-Egypt
Full Stack Web Developer,"Deckcy - Nasr City, Cairo, Egypt 2 months ago","Nasr City, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · Full Stack · web developer · APIs · CSS · HTML · Information Technology (IT) · JavaScript · Laravel,2 months ago,https://wuzzuf.net/jobs/p/5IQKyhifXqEL-Full-Stack-Web-Developer-Deckcy-Cairo-Egypt
